GROWER,FARM_NAME,FIELD_ID,SAMP_DATE,SAMP_ID,X,Y,PH,BPH,OM,P_M3,P_BRAY,P_OLSEN,K,ZN,S,CEC,CA,MG,NA,H_SAT,K_SAT,MG_SAT,CA_SAT,NA_SAT,FE,CU,B,MN,NO3_N
ISU RESEARCH FARMS,AEA,20-390765,11-20-2024,4,-93.758678000000003,42.021554999999999,5.800000000000000,6.800000000000000,3.600000000000000,140.000000000000000,0,0,266.000000000000000,0,27.000000000000000,21.600000000000001,3182.000000000000000,373.000000000000000,0,9.199999999999999,3.200000000000000,14.100000000000000,73.500000000000000,0,0,0,0,0,0
ISU RESEARCH FARMS,AEA,20-390765,11-20-2024,5,-93.757870999999994,42.021554999999999,6.200000000000000,6.700000000000000,3.400000000000000,37.000000000000000,0,0,168.000000000000000,0,3.000000000000000,20.100000000000001,2718.000000000000000,378.000000000000000,0,14.900000000000000,2.100000000000000,15.400000000000000,67.500000000000000,0,0,0,0,0,0
ISU RESEARCH FARMS,AEA,30-390767,11-20-2024,1,-93.759236000000001,42.020043999999999,7.200000000000000,7.100000000000000,6.500000000000000,66.000000000000000, , ,183.000000000000000, ,5.000000000000000,28.199999999999999,4897.000000000000000,398.000000000000000, ,0.000000000000000,1.700000000000000,11.600000000000000,86.799999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,30-390767,11-20-2024,2,-93.759236000000001,42.019139000000003,6.000000000000000,6.800000000000000,2.900000000000000,12.000000000000000, , ,107.000000000000000, ,4.000000000000000,15.100000000000000,2062.000000000000000,313.000000000000000, ,13.199999999999999,1.800000000000000,16.899999999999999,68.099999999999994, , , , , , 
ISU RESEARCH FARMS,AEA,30-390767,11-20-2024,3,-93.758020000000002,42.019139000000003,6.500000000000000,7.100000000000000,2.800000000000000,13.000000000000000, , ,112.000000000000000, ,4.000000000000000,14.500000000000000,2304.000000000000000,324.000000000000000, ,0.000000000000000,2.000000000000000,18.399999999999999,79.700000000000003, , , , , , 
ISU RESEARCH FARMS,AEA,30-390767,11-20-2024,4,-93.758020000000002,42.020043999999999,5.900000000000000,6.700000000000000,3.600000000000000,60.000000000000000, , ,170.000000000000000, ,5.000000000000000,19.100000000000001,2631.000000000000000,304.000000000000000, ,15.699999999999999,2.300000000000000,13.100000000000000,68.900000000000006, , , , , , 
ISU RESEARCH FARMS,AEA,30-390767,11-20-2024,5,-93.758021999999997,42.020915000000002,6.400000000000000,7.000000000000000,3.200000000000000,33.000000000000000, , ,160.000000000000000, ,4.000000000000000,16.199999999999999,2557.000000000000000,366.000000000000000, ,0.000000000000000,2.500000000000000,18.500000000000000,78.900000000000006, , , , , , 
ISU RESEARCH FARM,AEA,5-390752,11-20-2024,1,-93.777583000000007,42.016624999999998,7.400000000000000,7.200000000000000,3.500000000000000,356.000000000000000, , ,529.000000000000000, ,4.000000000000000,27.000000000000000,4499.000000000000000,383.000000000000000, ,0.000000000000000,5.000000000000000,11.600000000000000,83.299999999999997, , , , , , 
ISU RESEARCH FARM,AEA,5-390752,11-20-2024,2,-93.777540000000002,42.017412999999998,7.300000000000000,7.200000000000000,3.400000000000000,286.000000000000000, , ,304.000000000000000, ,6.000000000000000,25.300000000000001,4326.000000000000000,349.000000000000000, ,0.000000000000000,3.100000000000000,11.300000000000001,85.599999999999994, , , , , , 
ISU RESEARCH FARM,AEA,5-390752,11-20-2024,3,-93.778799000000006,42.017530999999998,7.000000000000000,7.100000000000000,3.700000000000000,216.000000000000000, , ,232.000000000000000, ,4.000000000000000,20.399999999999999,3477.000000000000000,300.000000000000000, ,0.000000000000000,2.900000000000000,12.000000000000000,85.099999999999994, , , , , , 
ISU RESEARCH FARM,AEA,5-390752,11-20-2024,4,-93.780016000000003,42.017530999999998,7.000000000000000,7.200000000000000,3.200000000000000,16.000000000000000, , ,129.000000000000000, ,6.000000000000000,16.899999999999999,2792.000000000000000,317.000000000000000, ,0.000000000000000,2.000000000000000,15.400000000000000,82.700000000000003, , , , , , 
ISU RESEARCH FARM,AEA,5-390752,11-20-2024,5,-93.780016000000003,42.018436000000001,7.100000000000000,7.100000000000000,3.000000000000000,270.000000000000000, , ,298.000000000000000, ,5.000000000000000,20.300000000000001,3409.000000000000000,304.000000000000000, ,0.000000000000000,3.800000000000000,12.300000000000001,84.000000000000000, , , , , , 
ISU RESEARCH FARM,AEA,5-390752,11-20-2024,6,-93.781232000000003,42.019342000000002,7.200000000000000,7.200000000000000,3.400000000000000,226.000000000000000, , ,221.000000000000000, ,3.000000000000000,22.699999999999999,3888.000000000000000,325.000000000000000, ,0.000000000000000,2.500000000000000,11.800000000000001,85.700000000000003, , , , , , 
ISU RESEARCH FARM,AEA,5-390752,11-20-2024,7,-93.781232000000003,42.018436000000001,7.100000000000000,7.100000000000000,3.300000000000000,74.000000000000000, , ,158.000000000000000, ,4.000000000000000,19.399999999999999,3320.000000000000000,291.000000000000000, ,0.000000000000000,2.100000000000000,12.300000000000001,85.599999999999994, , , , , , 
ISU RESEARCH FARM,AEA,5-390752,11-20-2024,8,-93.781233000000000,42.017606999999998,6.300000000000000,6.700000000000000,4.100000000000000,58.000000000000000, , ,146.000000000000000, ,6.000000000000000,22.000000000000000,3127.000000000000000,361.000000000000000, ,13.699999999999999,1.700000000000000,13.500000000000000,71.200000000000003, , , , , , 
ISU RESEARCH FARM,AEA,5-390752,11-20-2024,9,-93.780016000000003,42.016624999999998,6.500000000000000,6.900000000000000,3.300000000000000,58.000000000000000, , ,165.000000000000000, ,5.000000000000000,19.199999999999999,2940.000000000000000,381.000000000000000, ,5.200000000000000,2.200000000000000,16.199999999999999,76.400000000000006, , , , , , 
ISU RESEARCH FARMS,AEA,50-390768,11-20-2024,1,-93.759446999999994,42.017924999999998,7.000000000000000,7.200000000000000,5.100000000000000,107.000000000000000, , ,227.000000000000000, ,6.000000000000000,28.600000000000001,4736.000000000000000,527.000000000000000, ,0.000000000000000,2.000000000000000,15.100000000000000,82.900000000000006, , , , , , 
ISU RESEARCH FARMS,AEA,50-390768,11-20-2024,2,-93.758640000000000,42.017924999999998,7.300000000000000,7.200000000000000,6.500000000000000,156.000000000000000, , ,340.000000000000000, ,5.000000000000000,33.799999999999997,5718.000000000000000,532.000000000000000, ,0.000000000000000,2.600000000000000,12.900000000000000,84.500000000000000, , , , , , 
ISU RESEARCH FARMS,AEA,50-390768,11-20-2024,3,-93.757833000000005,42.017924999999998,7.100000000000000,7.200000000000000,5.600000000000000,162.000000000000000, , ,242.000000000000000, ,7.000000000000000,26.100000000000001,4268.000000000000000,503.000000000000000, ,0.000000000000000,2.400000000000000,15.800000000000001,81.799999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,67-390775,11-20-2024,1,-93.757812000000001,42.016663999999999,6.300000000000000,6.600000000000000,7.800000000000000,82.000000000000000, , ,248.000000000000000, ,7.000000000000000,33.299999999999997,4851.000000000000000,537.000000000000000, ,12.000000000000000,1.900000000000000,13.199999999999999,72.900000000000006, , , , , , 
ISU RESEARCH FARMS,AEA,67-390775,11-20-2024,2,-93.757812000000001,42.017291999999998,5.800000000000000,6.400000000000000,4.500000000000000,48.000000000000000, , ,179.000000000000000, ,5.000000000000000,23.300000000000001,2724.000000000000000,396.000000000000000, ,25.699999999999999,2.000000000000000,13.900000000000000,58.399999999999999, , , , , , 
ISU RESEARCH FARMS,AEA,67-390775,11-20-2024,3,-93.758545999999996,42.017291999999998,7.400000000000000,7.300000000000000,6.700000000000000,43.000000000000000, , ,206.000000000000000, ,5.000000000000000,37.100000000000001,6746.000000000000000,344.000000000000000, ,0.000000000000000,1.400000000000000,7.600000000000000,91.000000000000000, , , , , , 
ISU RESEARCH FARMS,AEA,67-390775,11-20-2024,4,-93.758545999999996,42.016663999999999,7.400000000000000,7.200000000000000,7.600000000000000,41.000000000000000, , ,170.000000000000000, ,5.000000000000000,58.500000000000000,10971.000000000000000,392.000000000000000, ,0.000000000000000,0.700000000000000,5.500000000000000,93.799999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,90-390781,11-20-2024,1,-93.762799000000001,42.021622000000001,5.900000000000000,6.600000000000000,3.200000000000000,20.000000000000000, , ,146.000000000000000, ,2.000000000000000,20.699999999999999,2733.000000000000000,321.000000000000000, ,19.399999999999999,1.800000000000000,12.699999999999999,66.099999999999994, , , , , , 
ISU RESEARCH FARMS,AEA,90-390781,11-20-2024,2,-93.762799000000001,42.022500999999998,7.000000000000000,7.200000000000000,4.700000000000000,12.000000000000000, , ,130.000000000000000, ,4.000000000000000,29.300000000000001,5017.000000000000000,476.000000000000000, ,0.000000000000000,1.100000000000000,13.300000000000001,85.599999999999994, , , , , , 
ISU RESEARCH FARMS,AEA,90-390781,11-20-2024,3,-93.763979000000006,42.022500999999998,7.600000000000000,7.400000000000000,5.200000000000000,16.000000000000000, , ,176.000000000000000, ,6.000000000000000,69.799999999999997,13090.000000000000000,473.000000000000000, ,0.000000000000000,0.600000000000000,5.600000000000000,93.799999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,90-390781,11-20-2024,4,-93.765158999999997,42.022500999999998,5.800000000000000,6.500000000000000,5.800000000000000,51.000000000000000, , ,183.000000000000000, ,4.000000000000000,32.100000000000001,4631.000000000000000,424.000000000000000, ,15.600000000000000,1.500000000000000,10.800000000000001,72.099999999999994, , , , , , 
ISU RESEARCH FARMS,AEA,90-390781,11-20-2024,5,-93.766339000000002,42.022500999999998,5.600000000000000,6.500000000000000,3.100000000000000,13.000000000000000, , ,146.000000000000000, ,4.000000000000000,19.199999999999999,2291.000000000000000,288.000000000000000, ,26.100000000000001,2.000000000000000,12.300000000000001,59.700000000000003, , , , , , 
ISU RESEARCH FARMS,AEA,90-390781,11-20-2024,6,-93.763979000000006,42.021622000000001,5.900000000000000,6.700000000000000,3.700000000000000,38.000000000000000, , ,154.000000000000000, ,3.000000000000000,23.300000000000001,3358.000000000000000,383.000000000000000, ,12.900000000000000,1.700000000000000,13.500000000000000,72.000000000000000, , , , , , 
ISU RESEARCH FARMS,AEA,B1-390783,11-20-2024,1,-93.771872999999999,42.017783999999999,6.600000000000000,7.000000000000000,3.900000000000000,22.000000000000000, , ,143.000000000000000, ,4.000000000000000,21.800000000000001,3544.000000000000000,459.000000000000000, ,0.000000000000000,1.700000000000000,17.199999999999999,81.099999999999994, , , , , , 
ISU RESEARCH FARMS,AEA,B1-390783,11-20-2024,2,-93.771872999999999,42.017175999999999,6.800000000000000,7.100000000000000,2.800000000000000,37.000000000000000, , ,183.000000000000000, ,4.000000000000000,16.899999999999999,2660.000000000000000,378.000000000000000, ,0.000000000000000,2.800000000000000,18.399999999999999,78.799999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,B1-390783,11-20-2024,3,-93.773741999999999,42.017175999999999,6.300000000000000,6.800000000000000,3.300000000000000,15.000000000000000, , ,135.000000000000000, ,7.000000000000000,20.600000000000001,2964.000000000000000,424.000000000000000, ,9.699999999999999,1.700000000000000,16.800000000000001,71.799999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,B1-390783,11-20-2024,4,-93.773741999999999,42.017783999999999,6.800000000000000,7.100000000000000,3.700000000000000,24.000000000000000, , ,146.000000000000000, ,3.000000000000000,24.000000000000000,3911.000000000000000,502.000000000000000, ,0.000000000000000,1.600000000000000,17.100000000000001,81.299999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,B2-390784,11-20-2024,1,-93.767702999999997,42.015670999999998,6.200000000000000,6.700000000000000,4.100000000000000,11.000000000000000, , ,141.000000000000000, ,4.000000000000000,21.500000000000000,3007.000000000000000,380.000000000000000, ,13.900000000000000,1.700000000000000,14.500000000000000,69.900000000000006, , , , , , 
ISU RESEARCH FARMS,AEA,B2-390784,11-20-2024,2,-93.768918999999997,42.015670999999998,6.000000000000000,6.700000000000000,4.400000000000000,8.000000000000000, , ,159.000000000000000, ,3.000000000000000,23.399999999999999,3263.000000000000000,453.000000000000000, ,12.800000000000001,1.700000000000000,15.800000000000001,69.599999999999994, , , , , , 
ISU RESEARCH FARMS,AEA,B2-390784,11-20-2024,3,-93.770134999999996,42.015670999999998,5.900000000000000,6.500000000000000,4.800000000000000,31.000000000000000, , ,170.000000000000000, ,5.000000000000000,26.699999999999999,3408.000000000000000,515.000000000000000, ,18.699999999999999,1.600000000000000,15.800000000000001,63.799999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,B2-390784,11-20-2024,4,-93.770134999999996,42.014684000000003,6.100000000000000,6.700000000000000,4.300000000000000,17.000000000000000, , ,170.000000000000000, ,3.000000000000000,23.100000000000001,3179.000000000000000,464.000000000000000, ,13.000000000000000,1.900000000000000,16.399999999999999,68.700000000000003, , , , , , 
ISU RESEARCH FARMS,AEA,B2-390784,11-20-2024,5,-93.768918999999997,42.014684000000003,6.900000000000000,7.100000000000000,4.500000000000000,9.000000000000000, , ,157.000000000000000, ,5.000000000000000,24.800000000000001,4040.000000000000000,513.000000000000000, ,0.000000000000000,1.600000000000000,17.000000000000000,81.400000000000006, , , , , , 
ISU RESEARCH FARMS,AEA,B2-390784,11-20-2024,6,-93.767702999999997,42.014684000000003,6.800000000000000,7.100000000000000,4.500000000000000,14.000000000000000, , ,168.000000000000000, ,4.000000000000000,26.199999999999999,4239.000000000000000,560.000000000000000, ,0.000000000000000,1.600000000000000,17.500000000000000,80.799999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,C1-390785,11-20-2024,1,-93.767557999999994,42.016818000000001,5.400000000000000,6.300000000000000,3.400000000000000,16.000000000000000, , ,144.000000000000000, ,3.000000000000000,21.000000000000000,2250.000000000000000,293.000000000000000, ,33.299999999999997,1.800000000000000,11.400000000000000,53.500000000000000, , , , , , 
ISU RESEARCH FARMS,AEA,C1-390785,11-20-2024,2,-93.767557999999994,42.017912000000003,5.600000000000000,6.600000000000000,2.700000000000000,8.000000000000000, , ,119.000000000000000, ,3.000000000000000,16.300000000000001,1943.000000000000000,284.000000000000000, ,24.500000000000000,1.900000000000000,14.199999999999999,59.399999999999999, , , , , , 
ISU RESEARCH FARMS,AEA,C1-390785,11-20-2024,3,-93.768484000000001,42.017912000000003,5.900000000000000,6.700000000000000,3.500000000000000,21.000000000000000, , ,159.000000000000000, ,4.000000000000000,22.000000000000000,2988.000000000000000,450.000000000000000, ,13.600000000000000,1.900000000000000,16.699999999999999,67.799999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,C1-390785,11-20-2024,4,-93.769409999999993,42.017912000000003,5.700000000000000,6.500000000000000,3.400000000000000,35.000000000000000, , ,163.000000000000000, ,3.000000000000000,20.699999999999999,2486.000000000000000,349.000000000000000, ,24.100000000000001,2.000000000000000,13.800000000000001,60.000000000000000, , , , , , 
ISU RESEARCH FARMS,AEA,C1-390785,11-20-2024,5,-93.770336000000000,42.017912000000003,6.500000000000000,6.900000000000000,3.900000000000000,35.000000000000000, , ,135.000000000000000, ,3.000000000000000,20.100000000000001,3012.000000000000000,450.000000000000000, ,5.000000000000000,1.700000000000000,18.399999999999999,74.900000000000006, , , , , , 
ISU RESEARCH FARMS,AEA,C1-390785,11-20-2024,6,-93.770336000000000,42.016818000000001,5.800000000000000,6.600000000000000,4.000000000000000,54.000000000000000, , ,156.000000000000000, ,3.000000000000000,22.199999999999999,2866.000000000000000,424.000000000000000, ,18.000000000000000,1.800000000000000,15.699999999999999,64.500000000000000, , , , , , 
ISU RESEARCH FARMS,AEA,C1-390785,11-20-2024,7,-93.769409999999993,42.016818000000001,5.200000000000000,6.200000000000000,4.100000000000000,49.000000000000000, , ,177.000000000000000, ,4.000000000000000,23.399999999999999,2462.000000000000000,322.000000000000000, ,34.200000000000003,1.900000000000000,11.300000000000001,52.600000000000001, , , , , , 
ISU RESEARCH FARMS,AEA,C1-390785,11-20-2024,8,-93.768484000000001,42.016818000000001,5.400000000000000,6.400000000000000,3.500000000000000,18.000000000000000, , ,136.000000000000000, ,3.000000000000000,19.899999999999999,2209.000000000000000,300.000000000000000, ,30.199999999999999,1.800000000000000,12.400000000000000,55.600000000000001, , , , , , 
ISU RESEARCH FARMS,AEA,C5-390786,11-22-2024,1,-93.767644000000004,42.021524999999997,7.500000000000000,7.200000000000000,6.000000000000000,49.000000000000000, , ,218.000000000000000, ,2.000000000000000,38.100000000000001,6933.000000000000000,355.000000000000000, ,0.000000000000000,1.500000000000000,7.600000000000000,90.900000000000006, , , , , , 
ISU RESEARCH FARMS,AEA,C5-390786,11-22-2024,2,-93.767644000000004,42.021070000000002,7.500000000000000,7.300000000000000,6.100000000000000,61.000000000000000, , ,240.000000000000000, ,2.000000000000000,44.299999999999997,8222.000000000000000,312.000000000000000, ,0.000000000000000,1.400000000000000,5.800000000000000,92.799999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,C5-390786,11-22-2024,3,-93.767644000000004,42.020614999999999,5.900000000000000,6.400000000000000,5.100000000000000,55.000000000000000, , ,222.000000000000000, ,2.000000000000000,31.899999999999999,4247.000000000000000,494.000000000000000, ,18.800000000000001,1.800000000000000,12.699999999999999,66.700000000000003, , , , , , 
ISU RESEARCH FARMS,AEA,C5-390786,11-22-2024,4,-93.767644000000004,42.020159000000000,5.700000000000000,6.500000000000000,3.600000000000000,30.000000000000000, , ,174.000000000000000, ,2.000000000000000,22.100000000000001,2673.000000000000000,400.000000000000000, ,22.600000000000001,2.000000000000000,14.800000000000001,60.500000000000000, , , , , , 
ISU RESEARCH FARMS,AEA,C5-390786,11-22-2024,5,-93.767644000000004,42.019703999999997,5.700000000000000,6.500000000000000,3.200000000000000,36.000000000000000, , ,211.000000000000000, ,2.000000000000000,19.600000000000001,2252.000000000000000,347.000000000000000, ,25.500000000000000,2.800000000000000,14.500000000000000,57.299999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,C5-390786,11-22-2024,6,-93.767644000000004,42.019247999999997,6.100000000000000,6.700000000000000,3.000000000000000,23.000000000000000, , ,170.000000000000000, ,2.000000000000000,18.500000000000000,2373.000000000000000,393.000000000000000, ,16.199999999999999,2.400000000000000,17.399999999999999,64.099999999999994, , , , , , 
ISU RESEARCH FARMS,AEA,C5-390786,11-22-2024,7,-93.767644000000004,42.018793000000002,6.000000000000000,6.700000000000000,3.500000000000000,26.000000000000000, , ,166.000000000000000, ,2.000000000000000,22.899999999999999,3123.000000000000000,473.000000000000000, ,13.100000000000000,1.900000000000000,16.899999999999999,68.099999999999994, , , , , , 
ISU RESEARCH FARMS,AEA,H1-390792,11-20-2024,61,-93.774433999999999,42.019522000000002,6.900000000000000,7.200000000000000,2.800000000000000,13.000000000000000,0,0,90.000000000000000,0,5.000000000000000,17.600000000000001,2860.000000000000000,378.000000000000000,0,0.000000000000000,1.300000000000000,17.600000000000001,81.099999999999994,0,0,0,0,0,0
ISU RESEARCH FARMS,AEA,H1-390792,11-20-2024,62,-93.774433999999999,42.018616999999999,5.800000000000000,6.600000000000000,2.900000000000000,14.000000000000000,0,0,115.000000000000000,0,5.000000000000000,18.199999999999999,2306.000000000000000,292.000000000000000,0,22.000000000000000,1.600000000000000,13.100000000000000,63.299999999999997,0,0,0,0,0,0
ISU RESEARCH FARMS,AEA,H2-390793,11-20-2024,1,-93.773566000000002,42.018391000000001,6.200000000000000,6.800000000000000,3.900000000000000,16.000000000000000, , ,123.000000000000000, ,4.000000000000000,21.899999999999999,3304.000000000000000,376.000000000000000, ,9.100000000000000,1.400000000000000,14.100000000000000,75.400000000000006, , , , , , 
ISU RESEARCH FARMS,AEA,H2-390793,11-20-2024,2,-93.772577999999996,42.018391000000001,7.600000000000000,7.300000000000000,3.600000000000000,18.000000000000000, , ,124.000000000000000, ,2.000000000000000,33.899999999999999,6250.000000000000000,288.000000000000000, ,0.000000000000000,0.900000000000000,7.000000000000000,92.099999999999994, , , , , , 
ISU RESEARCH FARMS,AEA,H2-390793,11-20-2024,3,-93.772395000000003,42.019033000000000,7.600000000000000,7.400000000000000,3.000000000000000,87.000000000000000, , ,105.000000000000000, ,7.000000000000000,25.199999999999999,4386.000000000000000,365.000000000000000, ,0.000000000000000,1.100000000000000,11.900000000000000,87.099999999999994, , , , , , 
ISU RESEARCH FARMS,AEA,K1-390798,11-20-2024,1,-93.773117999999997,42.022129999999997,6.400000000000000,6.900000000000000,3.200000000000000,41.000000000000000, , ,178.000000000000000, ,4.000000000000000,19.399999999999999,3045.000000000000000,336.000000000000000, ,5.100000000000000,2.300000000000000,14.199999999999999,78.299999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,K1-390798,11-20-2024,2,-93.773632000000006,42.022503000000000,6.700000000000000,7.000000000000000,4.200000000000000,23.000000000000000, , ,157.000000000000000, ,4.000000000000000,24.699999999999999,4009.000000000000000,519.000000000000000, ,0.000000000000000,1.600000000000000,17.199999999999999,81.099999999999994, , , , , , 
ISU RESEARCH FARMS,AEA,M-390796,11-20-2024,1,-93.775591000000006,42.020947999999997,7.400000000000000,7.200000000000000,3.100000000000000,29.000000000000000, , ,159.000000000000000, ,3.000000000000000,18.000000000000000,2967.000000000000000,333.000000000000000, ,0.000000000000000,2.300000000000000,15.199999999999999,82.500000000000000, , , , , , 
ISU RESEARCH FARMS,AEA,M-390796,11-20-2024,2,-93.775591000000006,42.021495000000002,7.300000000000000,7.200000000000000,4.400000000000000,82.000000000000000, , ,219.000000000000000, ,5.000000000000000,26.800000000000001,4533.000000000000000,438.000000000000000, ,0.000000000000000,2.100000000000000,13.400000000000000,84.500000000000000, , , , , , 
ISU RESEARCH FARMS,AEA,S3-390807,11-20-2024,1,-93.767343999999994,42.013587000000001,6.000000000000000,6.700000000000000,3.800000000000000,3.000000000000000, , ,90.000000000000000, ,3.000000000000000,21.699999999999999,3095.000000000000000,364.000000000000000, ,13.800000000000001,1.100000000000000,13.800000000000001,71.299999999999997, , , , , , 
ISU RESEARCH FARMS,AEA,D FIELDS-375047,09-05-2024,1,-93.771348000000003,42.021194000000001,7.100000000000000,7.200000000000000,2.900000000000000,17.000000000000000,0,0,98.000000000000000,0,4.000000000000000,17.199999999999999,2824.000000000000000,349.000000000000000,0,0.000000000000000,1.500000000000000,16.600000000000001,81.900000000000006,0,0,0,0,0,0
ISU RESEARCH FARMS,AEA,D FIELDS-375047,09-05-2024,2,-93.770134999999996,42.021393000000003,6.300000000000000,6.800000000000000,4.000000000000000,49.000000000000000,0,0,131.000000000000000,0,2.000000000000000,18.699999999999999,2751.000000000000000,322.000000000000000,0,10.699999999999999,1.800000000000000,14.100000000000000,73.400000000000006,0,0,0,0,0,0
ISU RESEARCH FARMS,AEA,D FIELDS-375047,09-05-2024,3,-93.768912000000000,42.021220999999997,6.200000000000000,6.800000000000000,3.000000000000000,21.000000000000000,0,0,154.000000000000000,0,2.000000000000000,14.500000000000000,1958.000000000000000,284.000000000000000,0,13.800000000000001,2.700000000000000,16.000000000000000,67.500000000000000,0,0,0,0,0,0
ISU RESEARCH FARMS,AEA,D FIELDS-375047,09-05-2024,4,-93.768917999999999,42.020361000000001,6.500000000000000,7.000000000000000,3.600000000000000,20.000000000000000,0,0,108.000000000000000,0,4.000000000000000,17.800000000000001,2836.000000000000000,406.000000000000000,0,0.000000000000000,1.600000000000000,18.699999999999999,79.700000000000003,0,0,0,0,0,0
ISU RESEARCH FARMS,AEA,D FIELDS-375047,09-05-2024,5,-93.768906000000001,42.019744000000003,6.200000000000000,7.000000000000000,2.900000000000000,20.000000000000000,0,0,111.000000000000000,0,3.000000000000000,12.800000000000001,2038.000000000000000,283.000000000000000,0,0.000000000000000,2.200000000000000,18.100000000000001,79.599999999999994,0,0,0,0,0,0
ISU RESEARCH FARMS,AEA,D FIELDS-375047,09-05-2024,6,-93.768906000000001,42.018920000000001,6.400000000000000,6.900000000000000,3.500000000000000,23.000000000000000,0,0,124.000000000000000,0,3.000000000000000,17.000000000000000,2518.000000000000000,377.000000000000000,0,5.900000000000000,1.900000000000000,18.199999999999999,74.099999999999994,0,0,0,0,0,0
